semantic_key,dataset,hop,task_type,classification,nl_question_byte_identical,nl_context_byte_identical,fs_query_byte_identical,fs_context_byte_identical,gold_answer_byte_identical
sem-v1.1-a14a0974a94159407b03e0f5116bbaaba09321d0d925bb02001c040d6742f466,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a160382fb47cb0ac214d139684791121381bf5170eb262d234e213d1b8018490,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-a165373b699a0b23b642ffd8bd1c93b0e348adb242ab542a4d0aaf1604906f6b,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-a1966c411f5bb29054f63edfc196da3226eeb7146e2a3619e65d6ef9bc93bb97,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a1974a7a5c920e8c5c4eee04db88606f99101c825cb5b217af83b498539431cd,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a1b10837ba81f078815dcb8831fbfb9ad3c22992515978dc9b22dbc4722806ca,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-a1bcebecebd28f6e88adc1d9a02d683560145c6c6effb3ac3c70412406640284,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a1be24db88a4908aa724fb6a5d143a7323ed551fae0c2f6f7d296d5a5a68dbbc,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a1d981a8eaecd913e55155e64ebc2a8f11af83bd439bc2a71bb73516c471a9d7,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a213e5cebd399da19655a1fab0a22ed0ada3a5e81d4b20c87d9946cee27c88fd,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a214136e0ec56eae090cb8abe3c47792b04c595341cc8fa86861e36fcba01d8a,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a259b76cc98dc1941c2f7fd3382ea087ec5b556df130433dd83c15ca54aac471,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a25b8482508aa95339a28215df52f0936d8dc62db728c098451cc535be50d983,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-a25daae8b009829576863329b13e5607cc41468dfec5b7d223d8f48bf98b9d93,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-a28db6d15a0188f4f3d5ed330023775a7378ae05c511a377e13e692da56984f0,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a29072a1d841678effefcd0590f54ae93e13004926924418183f0b8344fc348d,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-a2a5721763ba003611c6c56bb0bfc5fefdbea002220f82c564480782795c26ac,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-a2a85bd68863afcc7e6a564625e3cb579214282d5905071127b87f225b52fd02,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a2cec70479bbd62481f837eeeb89f6c5ad340ade73f1da73b1f6c4868600fbf0,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a2f645550997b0f37c2ad72e30e8c9772d8648347de679ef1591ae2ca1d099d3,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-a302df3177f3224fa4dcbd39ddff3ea3872400f68b858539dc140cdfaa65ef79,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a319d4395bbd2528e5350703819cae050b2a6632ea9bf4d6492d97d8d7542690,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-a37c90774a52977068d5342df75b797d98d897b67d385d361b9eb53f296055db,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-a38663d7b3ce2b18a6dbfbea75e13422dc7843a7d01ffff73489092c3780dc63,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-a3c64160b37aa72c14e5d27cd6ba4738ff5e8056fa8eeeb080c55160aa2d3560,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a3fc9cec972781422552101db9520c2fba1efd592598beef03769536ba108b6b,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a433a19f760995c56f20085f80ea593fdbf272b580423dd333f798eddf523901,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-a44826d131edb5883b108d9e881c7490f7e3b8e09b871176ca6d6cbff2394e2f,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-a4485e721e857f90ddb9a3c56e1c6931c4fd94557519f2387bc001ece48904cc,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a44ac253a1b030c75ba79dfdc2d34aeac8d9adfb26d88ed43a90586c5b42b896,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a4564149225cad749ad1d493469cbcb0a1e1665f71aa8067be1c3385d69b1fd0,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a46225762753d6055232bb3060db19e3aab76e69e37bbd871c221a436981dd84,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a47f66a58f699f787f0385b7faeb686c71e15572cbc73a58149cb87493d6d92d,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a4da3ec89ddf3eb688483d2a02057df186aedeb59304d488f37ffe1c14c1fc87,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a4edaf8f9f9cd4dca9ccc639983b6509252fe6d9f3948a54a9e8d9aee1ba8a45,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a4eeab6b375b7a11eef00af001ff62614c1e2a09e5cb8deeb4c9ecd607aef2a6,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-a51315c8dc72654cc004aaabb9a2e3b71a00bcfcbad6231c02371613d80d886f,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a534e885797fae1225db73529063e7d299ab600c822b552c5b4b27c4df03e9cb,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a5439dc97d005d4689c678eb46938ad8ed667dc004b7a91f6bde2140a7acb011,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-a5443162000f9acf6e83347491a6cf35bda20530be0bc2b34ea4b78d59a87040,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-a54f3047050665ad5e2ed9ef20070f2d92b641231acefefc7add39c95abfb5c9,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a554038b2b0ec7a6103c71a714e67a007fc41677a02caad5649d461d4ce4d6e3,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a5543aa531b361c814b498294c835ac00df37f86578ee25c00b7b8646941ba76,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a55ad78aa58cfcc4c1ec8c2ea6e29985e07d37e16aeb4e7bbb7d5da2cdd536cc,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a571ac96ac0aff822d84a692bce7812854818bdb8897013eb08672cd355d8808,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a5a244b3e0181c61a91a8f0057fd9b3ad10718d7f26a8dc5d989489182a56521,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a5d341c3cf6354cdb4c859ee4eb4483d392453e7f9faacc8d085142401bb770e,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a5e6723345d6ab90b720334f5ada623ddc918d0fb963a3818d08e33655c15b1e,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a5f25e4534601f6b6b6360764b1b66687dfafb40b1e5a24807e4df5ee90a3613,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-a6118cae0e2b4c004d2b69799c995b1ed48d64e3da9fbd86e6726bfd2a52792f,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a61c38cf34908ede34bb0e10f3cb6e01f7d9aa5d8464f8f2037f9914001aea04,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a62310a66113c112346f9d76009060237fbfc206b8378d5234f421aa1be57bbe,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-a630af9c6f3b63c24da2bf88c9746ea8dbc38209d5ce4f8e1303b7380d561a5d,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a656aed9cc3bdebc7dea3e4ff2d88c8ee769f600522614b5bccbf7c3daebb3a6,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-a6bd82f8f9165e59f0f4a5468e8d5356df3e4ed9f6bf8f79db7aa0ab23c13684,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a6cd654c60fd06ea13013e6849dcaf5972293673f1a7dc093e2210464fdad2ba,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a6d3463b45d5bea1c89ad3fde664b7a28a1131099cb1f9b49132239941da31bd,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-a7005875a4ef52f51054e9b3a30459d22ee28c71dc6bb42c32b1c9541a487287,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a735c006fdb1a49096a64eef2248d7dc179dcd63593fd0b693518ea20933cc12,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-a77c960513ef71ab202b240c25a34677469542d145bd116620e6bf079d777c6c,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a77db4f8d43d6a9e4eaaa194c48cc4452b6f2879ec71c85ba15bf71027c0b876,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a795e07c68c3184971e8dbb51fbe606ce1a8eb943d6e775a0dd3b9fa39d1f68d,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a796a8b8c928980d2dc9e3b96e7510e9ff4264b7a1071d5229b5718cf08be903,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a7a3bc5d6a4cfcb93612f60a2d7d568a15a6e2d0c269dd898508b63e4026ede1,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-a7adac8f907be498ffc71ecea18aac64e72776e4fe685459c8c4a623cb66c95e,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a7afcb78914c3c2fc7bc4007f0ee1393f3f8dcfce19e02c39da943c2ee8bf87a,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a7bc7490fba7cd9431bbfa5e6bae3ebd335635f3eaa5e39a8ef74f2220c641d6,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a7dc225ae921a6e892d1c45dd631c74eee7bc9814fb49795007cc7a4896706c0,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-a7f3f68ccc08f0e89cc40c94b388b64c0707a62711b0742611b98b40ca6e88cb,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a7fcb900447db3b2d2c3e1bbaea1fde212d1f25f0e79a8f725afa0ed374abcaf,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a7fd0c1e09b44a2f088ed7d71a2d7575c0dc090f69023ad849b877fed0cfd4f8,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a821aa5ceaba6f763062402081d71602598a793030cf10fbc4f45d2cbc6704d9,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a84af807f089f75c407fe7c6f0b06a3ab037b912dbb23108d0eba2b8948ce1f9,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a861841ae85a264fa6a9389dd90e4575d7a3bccedac35e9f2f224341070ab63f,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-a87be831dcead1240cad67891811a0eb25fa9ce23ad6108fa95fec2af39fab33,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a87f782cac2f4189138ceb0dd1249f1a9761e978a97d95cfe6c2ac372a9262da,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a8801d7dad02d37b8ef772b28e1e89d2a569a20101c7ad03eeeccb2e04824b71,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a8a9b27356b27ed9e5faba086a1f8ef3a8e33a2fae8f980b190976484de95af8,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a8abcd57b9cbc9a4b8451baf9ee17a6f69508d9c4a5348ef185524f41233278e,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-a9433c53369a3b5251ae5a64df8127a612b4efa08248291a76dba59b31e5e7aa,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a990e0dfaf2b0ddb1ce41e16a8d585f26f3b79036c9f04a67601cb92fbf62513,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-a9c845001a78ea97204eb4978356b2c19ef0408b28962df7c998f82cabc49484,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a9dcaa68d93d5b9e0eb60dd1c3d919c168084224b536b7336c618a44331b2a8f,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-a9e0313fa93d19adf6d5065f30eb0edb89af9c89509594526ad8f644741b1fbf,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-a9fc31b24418f89880586068c1ca9643bdda9c8adb26c0ca8ad7c8f4008c8eca,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-aa044012a326f02b6ffdd4ae18db2fb798e03266f009fc3bf2d9686816d6bb30,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-aa27400cf886c328a59d41a6e3971d3ecf1d5dc613170f26be0573343e4c8222,OWL2Bench,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-aa2845c48318a27ca31264f2a2faa59f933ce738578ab4bcbbfac01e1fb21843,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-aa2c16a826592b6e63b3b988365a7849188da38d6d60b70f90f58a3e0dc1d571,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-aa30b51d12c165e13ecfaf7164fef05109ff759fbe2f859814606531d28c71d1,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-aa3810573ef85641b3dad08dc22f645d5f121d78651134a5459ac2297879f0d0,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-aa410ae1c255c797fc40f9eec11fb53c979194af0157157ba773763245563820,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-aa7055e876da01d930cd542245ca73ad531702686ea2be1362d365d1c3442605,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-aa7675aceed4a2e13ea37aa20bd01d0637370d62161ad59a62773de96e704b90,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-aa9b548549632fd720d0f88dcf07bf5f656330b36b93c7acc4899e4cecd69f5e,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-ab36adfb2a5360aefad9ca0e992e807337d46197db6720e129e273152a26b23d,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-ab6a1fa2d4a7ada6d82fef0e3a0a13478ed02093b4076b4099b84b80bbd86f8d,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-ab9345ccbca1d169e1bbce825230768fd80b5e2fdd297c3a4b80f5dc6a2bf807,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-aba225a8695ad429d24c645111a4888ed71a560e48dc360ffdabaf036dcc6fae,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-abb68d20a766d86ba5bffbe76f811cbe3b8ff01479028ef1bb5c3ccc73311cb4,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-abc87fb77aa230e8e6a3ab4a87cf13f5044b520b0465284c91213ec89943d635,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-ac389f88e4527d3e6c211a996d242c06c3ed9e4bcc687f8fff1bb104fb312f70,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-ac79780e5259a011f85948aa343e8408e27523705514190a0b3d6216b0d39f1b,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-ac7a0dda72e1eac30ae16f843f10345fe11675cb16a1c2344e4270dfff8fd9bf,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-ac915519f9f9c89d45234472d4677f7aa32093b9337fa28f8db914cd67f11bd5,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-ac9c88699b6392a144c573111192c9db0566382ce0d35bda229c5d725bf56e81,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-acad5abca66e46509edeb12228afeec7c7f29490f4ef72ea7b9934ef67283f49,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-acaf0d7df9cf4a80bcb8eb36627850d4f98b2c0099e1a22a7a9d4386867c343e,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-acc2d260263bfcbd15bdd3ec44216b87c1729a88eb419781ea61c8ee8db42016,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-acee4dfbb70a1aa61d02f86242165c477b7952c99d5b775e757597af86071fff,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-acf2e9fafeb942087f251f40c40d1bfe402703d698663a309ad36bf3b0367594,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-ad31511b7eb5192171193cec9c5199d952f12f0c74503e1dd091bdafb1dabcd7,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-ad4835f827661e341b7e68bf6ed8158ff27cdc041e77fe3dd197807a2b6de41f,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-ad64321c5d36218939b44e1fb84050cc2d38def5a04c829ffb321139415238bc,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-ad709d80c8aa98fd07835335f89b153a8c34c37b0e6bf2faa46ffe89b68e6efa,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-ad87547001868dbb73188ff2ae8a17834c8e159e382fa6fa42e32a1d73ee2205,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-ad9a584628c5e1b3396a232f42ba3761ff2577609dc121e4dff6f3513aca797a,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-ad9b7076d488c42190b969cf16d26831aee89ed6da27cc7d9ef9956139b4994a,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-adacb791074d61df7a8d3354af83b30d874bea033025caa1269e84f2bccad79f,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-adbcb706da1672ef1162cd991efe5a659495cafc15f244193bdede3b504bfe0c,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-ade1196d79bc3bc71f1221e18ad19c770b18dd2e5dbfe3b9338f1342fc50c49f,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-adfe60e6b89b920d65d2c8ada8557a3220277479ba924e7f7f91116d84e979ab,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-ae0573a8a9ddb27cacb6a7362a7526818b3e8f7d06a0459f07be1c276d1ceaa0,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-ae0d161d324f90bcfb5c83efdff3a8a0c01276b26f2859112e3f6ca99ad93c9b,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-ae119947ae500b1d85cd9ec6a353d5eacb084a50d31bb53e76c590dd1b3d8fcd,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-ae1d613a7ea2cea13ccef3d7a435e93492d8d93374975915f7f8bc2ed9f5fe4e,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-ae1fb4fc8613745750df07d0750fb6ccc4a352d384768d7bd7b230a29838b7e2,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-ae4939f958927bb395d2aee4452dc50c3433e3956fe40782b190bca7fd47cde0,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-ae56bd7c014e2c65eb94fc2764d407db5666d428146cb89a8addfff986465893,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-ae5c065a612f4508a2d0e5f44407036bed65630b03231b6c5680288c31bc86c2,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-aea7513010046033453185c18f434ee1c1810ac3ab4e0dde39ce16d7ad8ad6fd,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-aec2208001bb00364b80bd25992f57e5c2cddb8aeff0491d118442569b60b02b,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-aec759a1cb77d643ebe3aad934285df220e16500dda7d6991d8098a81bf3495a,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-aee46e163812e43bca566f1e39acb46993c301244ab7834f13fb50a65d7437a0,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-aeed76cdec90a81699362e0f6162b76923080908e4ab6db218f3ff2c6f48060e,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-aef9091b80f8a57f9e63a57451a553966f1bcb9c1b5a6afa6a95e2dd8443c9f8,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-af1369a2424cc254654b8e76d9105efbafc4c42f5753f84c52b7965b222084fe,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-af773da63778f5ce42def6ee1a0309c056c8e242bc779f57e9641d1520e1f289,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-afb756c9ea038b4201abc5296b00742af60fa8c0784152ef36db84d9791175bc,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b00c46790d4ec913765c134fdb5ab75d88cd8f9e4bac539048e38f234ff433fe,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-b02dcf667cedeb3792d3e69bfc6b4aba501ce596d02dd97cd8825a154576cd64,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b0471a972803ad8b73c36ec8e398cd5ad40d6e3b4445e88d332f668cb07c27e3,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b04b04db58dd6242164f63d9f90e14225a915dcfdbe7eabeecbd38afc5770b43,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b07468254df4e0bb8560e087319a49b5566aa40ef0fe4934821d56d8bf36ce5d,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b0857dfc32c6a49ef5d23aafc21c4fbad29e214b764927211b935cc4324b74de,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b08966582967b38aa61bc69e0f9b17dc612c66c2fc894d4b8b01f5328227f8eb,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b09d3c9d9ae15f1818517468cc0ae91a7e0db6596d24d006e461d3a4be3c4566,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b0ad6f0e354488062f64e8679ebd8054dc4d2f1c6a6b846510089f286a553fa3,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b0cc32e807e338c7d6e532cad1c2e3b7da0c39ad39523aa3675512fdee912076,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b0d654bf762f4caadfdfe64bdcea31040e9dc716db9d9fe70dcda642c64f4070,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b0deef81f0caa27af66e5f8fc8e2d97e46f1ece79e24bf8369f13416f5c545a4,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b107c3b7df26ba57e7314672cabec92e3c5673ddfd295b7515c4478caef0231c,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-b11ae3ade2d03c501fad0a72d48c37ff565aea107fbe311aa62b24b9130545c0,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-b11db827ad7d7eec3d625f011514df36383548548343a5897ba0fcef9ad508e9,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b132ea1136d002525cd8c632d5d55cd4af3ee9fa5c8ff0a314a575a33d657bab,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b147691f7afb20ef46107df3449256a9c2f3f198a674940262d4cf17cb842979,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b1894e97a0aafb8675fa8ddc4c2ec966711da8aa495b26f42e62e207ea86ac5d,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b18f630174e82359040ae410c59141d322187ab25592a06cdec57db9b99e7ff9,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b1a0d6b3480ee6d2f7f7c2751c8b8d839a48a1355db0e8f2decb9e29b776aedd,OWL2Bench,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-b1c2ecbad94aad0e90f095a769977795d3ba77266d47776345a41831cecd4322,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b1c32939cc4623842afc8a13c6eeb93370577b7df1d8af834fbf7aae2d1d2d4b,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b1e5fe0445cf795cd48ad40e58bbc4f766e7044861c6b73042675a0ecb8bba29,OWL2Bench,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-b1e9b3b0e68536298dc8b65337e3cebde790bdde3832b97b7c9484b3da64c1c2,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b204ba5305a4ad71438f111b4db6ccd316ffa2dfc79a7435e7675f31d942dbe6,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b207f30b9d8acef9b5b72efe009516027ee926c35290f2ebc5271ca5a63078ce,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b208bc2633ecfe69eb1f43afa6ebd294716289346409b7d9861dac04d33c4341,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-b2529a78087420bb5097abab86184f844e3a4ee05fcfd2e3a2743dad27800682,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b291e12fb742676ecb765af2ea7b7cadb49b6a2c927e9d4be08c24cc03f3675b,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-b29bf33a2274cff9d8347d1f7d281cee2344920fa339e34284b06a096f5c8c2c,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b29d789d7edb28b3d541391c0212a81e3bb8a9c29c3f229f4569616a71fe573f,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b2f3271292472ba3d296206a7277dea953b08051e36d1f391479a4194c4d37ff,OWL2Bench,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-b2fbdef4436767fe7885196966bd98973a87b04210bf376aef9e89eefcbd797f,OWL2Bench,2hop,BQA,new,False,False,False,False,False
sem-v1.1-b3102e287f24423245cb4ede160b9e8c82705c55da3cfd835996fc529b517b4c,OWL2Bench,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-b3158ec77511f605d31c422ab3d2e5133ca34b19f00555f4e766e8e2f33b4c55,OWL2Bench,2hop,BQA,new,False,False,False,False,False
