dataset,hop,task_type,sampling_group_key,raw_complexity,complexity_bin,abox_size,abox_bin,sampling_mode,selected
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_112"",""http://www.example.com/genealogy.owl#Cajun_112"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_112"",""http://www.example.com/genealogy.owl#Cajun_112"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_112"",""http://www.example.com/genealogy.owl#Cajun_112"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_138"",""http://www.example.com/genealogy.owl#Cajun_138"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_138"",""http://www.example.com/genealogy.owl#Cajun_138"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_138"",""http://www.example.com/genealogy.owl#Cajun_138"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_140"",""http://www.example.com/genealogy.owl#Cajun_140"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_140"",""http://www.example.com/genealogy.owl#Cajun_140"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_140"",""http://www.example.com/genealogy.owl#Cajun_140"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_17"",""http://www.example.com/genealogy.owl#Cajun_17"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_17"",""http://www.example.com/genealogy.owl#Cajun_17"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_17"",""http://www.example.com/genealogy.owl#Cajun_17"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_181"",""http://www.example.com/genealogy.owl#Cajun_181"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_181"",""http://www.example.com/genealogy.owl#Cajun_181"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_181"",""http://www.example.com/genealogy.owl#Cajun_181"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_193"",""http://www.example.com/genealogy.owl#Cajun_193"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_193"",""http://www.example.com/genealogy.owl#Cajun_193"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_193"",""http://www.example.com/genealogy.owl#Cajun_193"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_197"",""http://www.example.com/genealogy.owl#Cajun_197"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_197"",""http://www.example.com/genealogy.owl#Cajun_197"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_197"",""http://www.example.com/genealogy.owl#Cajun_197"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_198"",""http://www.example.com/genealogy.owl#Cajun_198"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_198"",""http://www.example.com/genealogy.owl#Cajun_198"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_198"",""http://www.example.com/genealogy.owl#Cajun_198"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_229"",""http://www.example.com/genealogy.owl#Cajun_229"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_229"",""http://www.example.com/genealogy.owl#Cajun_229"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_229"",""http://www.example.com/genealogy.owl#Cajun_229"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_242"",""http://www.example.com/genealogy.owl#Cajun_242"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_242"",""http://www.example.com/genealogy.owl#Cajun_242"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_242"",""http://www.example.com/genealogy.owl#Cajun_242"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_92"",""http://www.example.com/genealogy.owl#Cajun_92"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_92"",""http://www.example.com/genealogy.owl#Cajun_92"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Cajun_92"",""http://www.example.com/genealogy.owl#Cajun_92"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_101"",""http://www.example.com/genealogy.owl#Capricciosa_101"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_101"",""http://www.example.com/genealogy.owl#Capricciosa_101"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_101"",""http://www.example.com/genealogy.owl#Capricciosa_101"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_117"",""http://www.example.com/genealogy.owl#Capricciosa_117"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_117"",""http://www.example.com/genealogy.owl#Capricciosa_117"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_117"",""http://www.example.com/genealogy.owl#Capricciosa_117"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_119"",""http://www.example.com/genealogy.owl#Capricciosa_119"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_119"",""http://www.example.com/genealogy.owl#Capricciosa_119"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_119"",""http://www.example.com/genealogy.owl#Capricciosa_119"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_125"",""http://www.example.com/genealogy.owl#Capricciosa_125"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_125"",""http://www.example.com/genealogy.owl#Capricciosa_125"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_125"",""http://www.example.com/genealogy.owl#Capricciosa_125"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_159"",""http://www.example.com/genealogy.owl#Capricciosa_159"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_159"",""http://www.example.com/genealogy.owl#Capricciosa_159"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_159"",""http://www.example.com/genealogy.owl#Capricciosa_159"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_16"",""http://www.example.com/genealogy.owl#Capricciosa_16"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_16"",""http://www.example.com/genealogy.owl#Capricciosa_16"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_16"",""http://www.example.com/genealogy.owl#Capricciosa_16"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_202"",""http://www.example.com/genealogy.owl#Capricciosa_202"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_202"",""http://www.example.com/genealogy.owl#Capricciosa_202"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_202"",""http://www.example.com/genealogy.owl#Capricciosa_202"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_212"",""http://www.example.com/genealogy.owl#Capricciosa_212"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_212"",""http://www.example.com/genealogy.owl#Capricciosa_212"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_212"",""http://www.example.com/genealogy.owl#Capricciosa_212"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_216"",""http://www.example.com/genealogy.owl#Capricciosa_216"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_216"",""http://www.example.com/genealogy.owl#Capricciosa_216"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_216"",""http://www.example.com/genealogy.owl#Capricciosa_216"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_46"",""http://www.example.com/genealogy.owl#Capricciosa_46"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_46"",""http://www.example.com/genealogy.owl#Capricciosa_46"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_46"",""http://www.example.com/genealogy.owl#Capricciosa_46"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_47"",""http://www.example.com/genealogy.owl#Capricciosa_47"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_47"",""http://www.example.com/genealogy.owl#Capricciosa_47"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_47"",""http://www.example.com/genealogy.owl#Capricciosa_47"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_57"",""http://www.example.com/genealogy.owl#Capricciosa_57"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_57"",""http://www.example.com/genealogy.owl#Capricciosa_57"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_57"",""http://www.example.com/genealogy.owl#Capricciosa_57"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_72"",""http://www.example.com/genealogy.owl#Capricciosa_72"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_72"",""http://www.example.com/genealogy.owl#Capricciosa_72"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,8,9,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Capricciosa_72"",""http://www.example.com/genealogy.owl#Capricciosa_72"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,8,9,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_10"",""http://www.example.com/genealogy.owl#Caprina_10"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,5,3,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_10"",""http://www.example.com/genealogy.owl#Caprina_10"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_10"",""http://www.example.com/genealogy.owl#Caprina_10"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_133"",""http://www.example.com/genealogy.owl#Caprina_133"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_133"",""http://www.example.com/genealogy.owl#Caprina_133"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,5,3,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_133"",""http://www.example.com/genealogy.owl#Caprina_133"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,5,3,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_194"",""http://www.example.com/genealogy.owl#Caprina_194"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_194"",""http://www.example.com/genealogy.owl#Caprina_194"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_194"",""http://www.example.com/genealogy.owl#Caprina_194"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_227"",""http://www.example.com/genealogy.owl#Caprina_227"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_227"",""http://www.example.com/genealogy.owl#Caprina_227"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_227"",""http://www.example.com/genealogy.owl#Caprina_227"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_36"",""http://www.example.com/genealogy.owl#Caprina_36"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,5,3,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_36"",""http://www.example.com/genealogy.owl#Caprina_36"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_36"",""http://www.example.com/genealogy.owl#Caprina_36"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,5,3,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_75"",""http://www.example.com/genealogy.owl#Caprina_75"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_75"",""http://www.example.com/genealogy.owl#Caprina_75"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Caprina_75"",""http://www.example.com/genealogy.owl#Caprina_75"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,5,3,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_130"",""http://www.example.com/genealogy.owl#Fiorentina_130"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_130"",""http://www.example.com/genealogy.owl#Fiorentina_130"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_130"",""http://www.example.com/genealogy.owl#Fiorentina_130"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_145"",""http://www.example.com/genealogy.owl#Fiorentina_145"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_145"",""http://www.example.com/genealogy.owl#Fiorentina_145"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_145"",""http://www.example.com/genealogy.owl#Fiorentina_145"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_149"",""http://www.example.com/genealogy.owl#Fiorentina_149"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_149"",""http://www.example.com/genealogy.owl#Fiorentina_149"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_149"",""http://www.example.com/genealogy.owl#Fiorentina_149"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_156"",""http://www.example.com/genealogy.owl#Fiorentina_156"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_156"",""http://www.example.com/genealogy.owl#Fiorentina_156"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_156"",""http://www.example.com/genealogy.owl#Fiorentina_156"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_222"",""http://www.example.com/genealogy.owl#Fiorentina_222"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_222"",""http://www.example.com/genealogy.owl#Fiorentina_222"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_222"",""http://www.example.com/genealogy.owl#Fiorentina_222"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_232"",""http://www.example.com/genealogy.owl#Fiorentina_232"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_232"",""http://www.example.com/genealogy.owl#Fiorentina_232"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_232"",""http://www.example.com/genealogy.owl#Fiorentina_232"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_234"",""http://www.example.com/genealogy.owl#Fiorentina_234"",""http://www.example.com/genealogy.owl#hasIngredient""]",2,Medium,7,7,normal-stratified,False
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_234"",""http://www.example.com/genealogy.owl#Fiorentina_234"",""http://www.example.com/genealogy.owl#hasTopping""]",1,Low,7,7,normal-stratified,True
Pizza250,1hop,BQA,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_234"",""http://www.example.com/genealogy.owl#Fiorentina_234"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,7,7,normal-stratified,False
