semantic_key,source_task_id,sampling_group_key,dataset,hop,root,normalized_query,gold_answer,task_type,answer_type,raw_complexity,complexity_bin,sampling_mode,abox_size,abox_bin,source_provenance_key,corrected_explanation_metadata,corrected_provenance_metadata,attribution_evidence,v1_membership,nl_question_sha256,nl_context_sha256,fs_query_sha256,fs_context_sha256,gold_answer_sha256
sem-v1.1-0039e99eaca2189ba9775278249f9c17823b9d080438487af246a10edb22d7cc,2hop-PeopleWithManyHobbies_PeopleWithManyHobbies_23_PeopleWithManyHobbies_23-PeopleWithManyHobbies_23-takesCourse-Department_4-NEG-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""PeopleWithManyHobbies_PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#PeopleWithManyHobbies_23"",""http://www.example.com/genealogy.owl#takesCourse""]",OWL2Bench,2hop,PeopleWithManyHobbies_PeopleWithManyHobbies_23,ASK WHERE { <http://www.example.com/genealogy.owl#PeopleWithManyHobbies_23> <http://www.example.com/genealogy.owl#takesCourse> <http://www.example.com/genealogy.owl#Department_4> },FALSE,BQA,BIN,1,Low,normal-stratified,32,2,PeopleWithManyHobbies_PeopleWithManyHobbies_23||PeopleWithManyHobbies_23|takesCourse|Course_4,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#PeopleWithManyHobbies_23> <http://www.example.com/genealogy.owl#takesCourse> <http://www.example.com/genealogy.owl#Course_4> }"", ""positive_task_id"": ""2hop-PeopleWithManyHobbies_PeopleWithManyHobbies_23_PeopleWithManyHobbies_23-PeopleWithManyHobbies_23-takesCourse-Course_4-BIN"", ""source_explanation_key"": ""PeopleWithManyHobbies_PeopleWithManyHobbies_23||PeopleWithManyHobbies_23|takesCourse|Course_4""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,628d0d477513325df8f85ed21c81b9d1306e60383d006c77c4d130723bea6b6b,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-0045cb93c2f5a309efa09b2e91eafa3e4e3f71407699a78dd97cac8016ab1beb,1hop-Man_U0C0D0UGS11_U0C0D0UGS11-U0C0D0UGS11-takesCourse-MC,"[""OEQA"",""1hop-Man_U0C0D0UGS11_U0C0D0UGS11-U0C0D0UGS11-takesCourse""]",OWL2Bench,1hop,Man_U0C0D0UGS11,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#U0C0D0UGS11> <http://www.example.com/genealogy.owl#takesCourse> ?x },U0C0D0EC22; U0C0D0UGC10; U0C0D0UGC2; U0C0D0UGC7; U0C0D0UGC9; U0C0D1EC34,OEQA,MC,6,High,normal-stratified,14,25,oeqa-source-837db4298f3b2a660f873d7ba20f057fb86855871ca65b4e6c719c248a9b6d1a,"{""answer_count"": 6, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 6, ""complete_max_distinct_primitive_type_count"": 1, ""complete_max_primitive_tag_count"": 6, ""complete_min_axiom_count"": 6, ""complete_min_distinct_primitive_type_count"": 1, ""complete_min_primitive_tag_count"": 6, ""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""U0C0D0EC22"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""U0C0D0UGC10"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""U0C0D0UGC2"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""U0C0D0UGC7"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""U0C0D0UGC9"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""U0C0D1EC34"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,2728f2b0cdfcc8c68ff5dbdbc0956cdd868b762d7d221c0340bb384e6b38c435,,608dcb101251429869a3312681ef8714a522ef8267b6689f3ed860ac245b5d88
sem-v1.1-00463a6fdd0bf0deef2e62cb68cabb2059e2fc9d11c77290bca0dfd7c6c40ec3,1hop-Thing_mary_ann_green_1846_mary_ann_green_1846-mary_ann_green_1846-hasMother-hannah_hutchinson_1804-BIN,"[""BQA"",""Family"",""1hop"",""Thing_mary_ann_green_1846"",""http://www.example.com/genealogy.owl#mary_ann_green_1846"",""http://www.example.com/genealogy.owl#hasMother""]",Family,1hop,Thing_mary_ann_green_1846,ASK WHERE { <http://www.example.com/genealogy.owl#mary_ann_green_1846> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> },TRUE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_mary_ann_green_1846||mary_ann_green_1846|hasMother|hannah_hutchinson_1804,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#mary_ann_green_1846> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> }"", ""positive_task_id"": ""1hop-Thing_mary_ann_green_1846_mary_ann_green_1846-mary_ann_green_1846-hasMother-hannah_hutchinson_1804-BIN"", ""source_explanation_key"": ""Thing_mary_ann_green_1846||mary_ann_green_1846|hasMother|hannah_hutchinson_1804""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,8e93575ee784652c7b20aad824207a25aaa39af5f4b8e5fa934cbe5cbf537056,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-0052ac8e4ab28f4f3c09001c19c89dd924052ac73b4d28f7fcb12c12eca3edde,2hop-Thing_john_green_1843_john_green_1843-john_green_1843-hasFather-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""2hop"",""Thing_john_green_1843"",""http://www.example.com/genealogy.owl#john_green_1843"",""http://www.example.com/genealogy.owl#hasFather""]",Family,2hop,Thing_john_green_1843,ASK WHERE { <http://www.example.com/genealogy.owl#john_green_1843> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_john_green_1843||john_green_1843|hasFather|william_green_1813,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#john_green_1843> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#william_green_1813> }"", ""positive_task_id"": ""2hop-Thing_john_green_1843_john_green_1843-john_green_1843-hasFather-william_green_1813-BIN"", ""source_explanation_key"": ""Thing_john_green_1843||john_green_1843|hasFather|william_green_1813""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,39323c2fe48ffa5cb773e23a63cabda78f3eb871d214321f74b760129984d5f2,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-0052b4e9103493b63ceabe2069ce4e0c02a6e48f974ddb24d28b5ba8018fa7db,2hop-Woman_U0C2D0UGS5_U0C2D0UGS5-U0C2D0UGS5-isMemberOf-MC,"[""OEQA"",""2hop-Woman_U0C2D0UGS5_U0C2D0UGS5-U0C2D0UGS5-isMemberOf""]",OWL2Bench,2hop,Woman_U0C2D0UGS5,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#U0C2D0UGS5> <http://www.example.com/genealogy.owl#isMemberOf> ?x },U0C2,OEQA,MC,3,Low,normal-stratified,315,22,oeqa-source-fe80cac26d85b8ab0e6c35bc37c947c2e98bbcb2143485ef1a157ab89f863c27,"{""answer_count"": 1, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 3, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 3, ""complete_min_axiom_count"": 3, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 3, ""distinct_primitive_reasoning_types"": [""D"", ""N""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""U0C2"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,383a80d4076e5d9c062d29dae88bf6996a56f939b3113e46797afa2e8f80ebfa,,0cb9066357eb73c7763588d50f859b26591471616827d29f34bf961fcac0f6fd
sem-v1.1-0054e4761189c3770df690f8288e703c4d1533c197daa8cd72b8b25ca0fe60a4,1hop-Woman_U0C1D1UGS19_U0C1D1UGS19-U0C1D1UGS19-hasMajor-MedievalArts-BIN,"[""BQA"",""OWL2Bench"",""1hop"",""Woman_U0C1D1UGS19"",""http://www.example.com/genealogy.owl#U0C1D1UGS19"",""http://www.example.com/genealogy.owl#hasMajor""]",OWL2Bench,1hop,Woman_U0C1D1UGS19,ASK WHERE { <http://www.example.com/genealogy.owl#U0C1D1UGS19> <http://www.example.com/genealogy.owl#hasMajor> <http://www.example.com/genealogy.owl#MedievalArts> },TRUE,BQA,BIN,1,Low,normal-stratified,10,17,Woman_U0C1D1UGS19||U0C1D1UGS19|hasMajor|MedievalArts,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C1D1UGS19> <http://www.example.com/genealogy.owl#hasMajor> <http://www.example.com/genealogy.owl#MedievalArts> }"", ""positive_task_id"": ""1hop-Woman_U0C1D1UGS19_U0C1D1UGS19-U0C1D1UGS19-hasMajor-MedievalArts-BIN"", ""source_explanation_key"": ""Woman_U0C1D1UGS19||U0C1D1UGS19|hasMajor|MedievalArts""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,68d4038e9d41ba47f9c21eb6e7208d64a4763a91800ee0a2e3b4d0014bdeecb3,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-005c04c2b96410fc9d714e1ac5c49acd49db93fda2e696348eab68967e58d6d1,1hop-Thing_sarah_dickens_1801_sarah_dickens_1801-sarah_dickens_1801-isMotherOf-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""1hop"",""Thing_sarah_dickens_1801"",""http://www.example.com/genealogy.owl#sarah_dickens_1801"",""http://www.example.com/genealogy.owl#isMotherOf""]",Family,1hop,Thing_sarah_dickens_1801,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_dickens_1801> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,1,Low,normal-stratified,508,0,Thing_sarah_dickens_1801||sarah_dickens_1801|isMotherOf|amelia_jessop_1837,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#sarah_dickens_1801> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#amelia_jessop_1837> }"", ""positive_task_id"": ""1hop-Thing_sarah_dickens_1801_sarah_dickens_1801-sarah_dickens_1801-isMotherOf-amelia_jessop_1837-BIN"", ""source_explanation_key"": ""Thing_sarah_dickens_1801||sarah_dickens_1801|isMotherOf|amelia_jessop_1837""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,4e146b5a3a6fd060676e5b3c9389f928706190f87d7f9d512320dc202af4c08d,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-006c26a450a077698db04275ccb5bae5b8422e0231bdbc595b6bef3abed8400f,1hop-Thing_sarah_jacobs_1834_sarah_jacobs_1834-sarah_jacobs_1834-isParentOf-MC,"[""OEQA"",""1hop-Thing_sarah_jacobs_1834_sarah_jacobs_1834-sarah_jacobs_1834-isParentOf""]",Family,1hop,Thing_sarah_jacobs_1834,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#sarah_jacobs_1834> <http://www.example.com/genealogy.owl#isParentOf> ?x },ada_rachel_heath_1868; gwendoline_heath_1878; lemuel_frederick_heath_1871; william_lock_jacobs_1861,OEQA,MC,5,Medium,normal-stratified,508,0,oeqa-source-e15153f74a548568fae7f0d9e80603200e1133221b36cc1dad4786e2cabcfb57,"{""answer_count"": 4, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 5, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 5, ""complete_min_axiom_count"": 5, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 5, ""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""ada_rachel_heath_1868"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""gwendoline_heath_1878"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""lemuel_frederick_heath_1871"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""william_lock_jacobs_1861"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,3b52287ed025edf016c3f5a82796fa66371253001b3b1ff1af293e3593c5887c,,f9beb77f7670a95b256bd9ecdd17a92f4a25edb6bf9f9e52ce30603eb5f607de
sem-v1.1-006de09391f2788b7ffcc8ebb01375f94e15f25892d4c7e8b64182e3406125f4,1hop-Man_U0C1D0UGS33_U0C1D0UGS33-U0C1D0UGS33-isAdvisedBy-MC,"[""OEQA"",""1hop-Man_U0C1D0UGS33_U0C1D0UGS33-U0C1D0UGS33-isAdvisedBy""]",OWL2Bench,1hop,Man_U0C1D0UGS33,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#U0C1D0UGS33> <http://www.example.com/genealogy.owl#isAdvisedBy> ?x },U0C1D0FP6; U0C1D0FP8; U0C4D2FP0,OEQA,MC,3,Low,normal-stratified,19,35,oeqa-source-ccf960ff2561138c2a114a9f0a18fd15cd6b4f1c1433bc4d6fd61544d5e556f6,"{""answer_count"": 3, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 3, ""complete_max_distinct_primitive_type_count"": 1, ""complete_max_primitive_tag_count"": 3, ""complete_min_axiom_count"": 3, ""complete_min_distinct_primitive_type_count"": 1, ""complete_min_primitive_tag_count"": 3, ""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""U0C1D0FP6"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""U0C1D0FP8"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""U0C4D2FP0"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",retained,142f171ca42852d59735718c6025659e5c5564f9992a19870a68351e34cf5b0e,094f792f6502883edeb5094e91cd527bd1f5a81b2429fe096ebb925f06c1f97d,75d7e6ea79cf57b5457d4b4ca3623bf2e4087aa7950c2487cb5d72cd30b626a2,acb9abd78ff70ec69c8f1723861322b1a35426f0683b694ec205678981dceaf9,bf5fe74a7ec6ff4481c506b8720f6b084eeee0577b52bea90c2c60dd6e2223e2
sem-v1.1-00720abefca3668f79e0590d25b9929a523e474de7719c1c0a2b0b0fb24b307f,2hop-NamedPizza_Giardiniera_19_Giardiniera_19-Giardiniera_19-hasTopping-MC,"[""OEQA"",""2hop-NamedPizza_Giardiniera_19_Giardiniera_19-Giardiniera_19-hasTopping""]",Pizza100,2hop,NamedPizza_Giardiniera_19,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Giardiniera_19> <http://www.example.com/genealogy.owl#hasTopping> ?x },LeekTopping_dynamic_1; MozzarellaTopping_dynamic_1; MushroomTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; PetitPoisTopping_dynamic_1; SlicedTomatoTopping_dynamic_1; TomatoTopping_dynamic_1,OEQA,MC,8,High,normal-stratified,203,352,oeqa-source-58df6e6fdc4122d3725a1575c14791bf9b87d92499c37709d434f1944b148fa2,"{""answer_count"": 8, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 8, ""complete_max_distinct_primitive_type_count"": 1, ""complete_max_primitive_tag_count"": 8, ""complete_min_axiom_count"": 8, ""complete_min_distinct_primitive_type_count"": 1, ""complete_min_primitive_tag_count"": 8, ""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""LeekTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MozzarellaTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MushroomTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""OliveTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""PeperonataTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""PetitPoisTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""SlicedTomatoTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""TomatoTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,d58786ddc4c9c920da0a8609b9d7a4847a86aa0ad8b5b427b0001c2e1f4137a3,,38661f755a1c6aa8a6a6c2125a57ef7bdb84fec5b7716e75a059cb0559187f4f
sem-v1.1-00773eefb72c02909b78d03036e11095e1c757092b64367bed768935a4e29aff,2hop-Man_U0C4D2UGS3_U0C4D2UGS3-U0C4D2UGS3-isMemberOf-AbstractPainting-NEG-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""Man_U0C4D2UGS3"",""http://www.example.com/genealogy.owl#U0C4D2UGS3"",""http://www.example.com/genealogy.owl#isMemberOf""]",OWL2Bench,2hop,Man_U0C4D2UGS3,ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D2UGS3> <http://www.example.com/genealogy.owl#isMemberOf> <http://www.example.com/genealogy.owl#AbstractPainting> },FALSE,BQA,BIN,3,High,normal-stratified,345,25,Man_U0C4D2UGS3||U0C4D2UGS3|isMemberOf|U0C4,"{""distinct_primitive_reasoning_types"": [""D"", ""N""], ""m_status"": ""never"", ""maximum_axiom_count"": 3, ""maximum_primitive_tag_count"": 3, ""minimum_axiom_count"": 3, ""minimum_primitive_tag_count"": 3, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D2UGS3> <http://www.example.com/genealogy.owl#isMemberOf> <http://www.example.com/genealogy.owl#U0C4> }"", ""positive_task_id"": ""2hop-Man_U0C4D2UGS3_U0C4D2UGS3-U0C4D2UGS3-isMemberOf-U0C4-BIN"", ""source_explanation_key"": ""Man_U0C4D2UGS3||U0C4D2UGS3|isMemberOf|U0C4""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,bdaaa55e83552da4e70a41d3903c6d5ae3951048f618cfbb0846901c53de0e0c,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-00891d688cf032ba857f8a65a0462b534cc8f73b22eaa7abb920c4e6500fbeea,2hop-Man_U0C4D0UGS4_U0C4D0UGS4-U0C4D0UGS4-hasMajor-AbstractPainting-NEG-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""Man_U0C4D0UGS4"",""http://www.example.com/genealogy.owl#U0C4D0UGS4"",""http://www.example.com/genealogy.owl#hasMajor""]",OWL2Bench,2hop,Man_U0C4D0UGS4,ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D0UGS4> <http://www.example.com/genealogy.owl#hasMajor> <http://www.example.com/genealogy.owl#AbstractPainting> },FALSE,BQA,BIN,1,Low,normal-stratified,387,28,Man_U0C4D0UGS4||U0C4D0UGS4|hasMajor|Astronomy,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D0UGS4> <http://www.example.com/genealogy.owl#hasMajor> <http://www.example.com/genealogy.owl#Astronomy> }"", ""positive_task_id"": ""2hop-Man_U0C4D0UGS4_U0C4D0UGS4-U0C4D0UGS4-hasMajor-Astronomy-BIN"", ""source_explanation_key"": ""Man_U0C4D0UGS4||U0C4D0UGS4|hasMajor|Astronomy""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",retained,15d508a239510ee6df351ad500c6a3086d12c454cfe4cd813d230e6b6ebaec5b,0a6e531e97733914aa88a4e2ac52081572c46df49cb7cfa209b4880bd149b573,5be19add3eb10e0634451a8b243cbb85b2a1e4d5c87b8f52f3511b57cb4b5d6e,90cbfbca5f1d12d6fb55a2ef480d08156d8b920fa0f87985b700256557d871b4,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-0089ab0d8469d4e0abdba2ee08ebd00fc0cc2647e0088da2304572ec2797c151,2hop-Thing_vera_gertrude_rever_1904_vera_gertrude_rever_1904-vera_gertrude_rever_1904-hasFather-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""2hop"",""Thing_vera_gertrude_rever_1904"",""http://www.example.com/genealogy.owl#vera_gertrude_rever_1904"",""http://www.example.com/genealogy.owl#hasFather""]",Family,2hop,Thing_vera_gertrude_rever_1904,ASK WHERE { <http://www.example.com/genealogy.owl#vera_gertrude_rever_1904> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_vera_gertrude_rever_1904||vera_gertrude_rever_1904|hasFather|william_rever_1870,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#vera_gertrude_rever_1904> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#william_rever_1870> }"", ""positive_task_id"": ""2hop-Thing_vera_gertrude_rever_1904_vera_gertrude_rever_1904-vera_gertrude_rever_1904-hasFather-william_rever_1870-BIN"", ""source_explanation_key"": ""Thing_vera_gertrude_rever_1904||vera_gertrude_rever_1904|hasFather|william_rever_1870""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",retained,62c855c2529568059018ad14accd9fdb128f4aa9bf7bde19eba174d16848eb83,e5d9cc6cb1076ffb37dff1524498cd2e14d1866e4a77f708cc03a91280a6235a,148e601dd9780b6863ebdc51d7a71ce7f61c3116928feb9744e89cf682cc97c5,1741f5105b3b2aa70c5317ee6eb4052d5b3291285ba6fdb9d14aa4d13fd38e59,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-009223882258be51dfe688244547913621cd62bf80f1103a3f040a2fb52be335,2hop-Woman_U0C4D2UGS33_U0C4D2UGS33-U0C4D2UGS33-isStudentOf-U0C4D2-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""Woman_U0C4D2UGS33"",""http://www.example.com/genealogy.owl#U0C4D2UGS33"",""http://www.example.com/genealogy.owl#isStudentOf""]",OWL2Bench,2hop,Woman_U0C4D2UGS33,ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D2UGS33> <http://www.example.com/genealogy.owl#isStudentOf> <http://www.example.com/genealogy.owl#U0C4D2> },TRUE,BQA,BIN,2,Medium,normal-stratified,370,26,Woman_U0C4D2UGS33||U0C4D2UGS33|isStudentOf|U0C4D2,"{""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D2UGS33> <http://www.example.com/genealogy.owl#isStudentOf> <http://www.example.com/genealogy.owl#U0C4D2> }"", ""positive_task_id"": ""2hop-Woman_U0C4D2UGS33_U0C4D2UGS33-U0C4D2UGS33-isStudentOf-U0C4D2-BIN"", ""source_explanation_key"": ""Woman_U0C4D2UGS33||U0C4D2UGS33|isStudentOf|U0C4D2""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,ffda52cabaf03cace4d9dda9f672e41ead24bddb194fe772e9b3e657bd19da95,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
