input_hash,representation,classification,classification_label,rationale,row_count,task_ids,datasets,hops,task_groups,semantic_keys,formal_queries,gold_answer,aggregate_weighting_effect
e36023c726c83011fb63b290211f899d22ccb187871553df2feae6b1449ff4f3,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,6,3931;3933;3935;3947;4941;4943,Pizza100;Pizza250,1hop,BQA,sem-v1.1-4caee4be9c86e12ec07635276b9d065071faf716fdfa38201a79f0ba6ca3941f;sem-v1.1-5ea5ac54018c02b2c2165f26d43d5c95efacbb51e0418db6de42c4297da6741f;sem-v1.1-8d2b2e71526dd83f6f6b7d89fd0636322dad631541fb155d9037bc1c3c550d41;sem-v1.1-4b99f302a68825936a455d8b1315e13a93c4bd6c4b6567d42811050402fe3658;sem-v1.1-91f11c9573d81304fa2e9f8195220bbc200926705d393cca32284921c5d8bf40;sem-v1.1-c7b14bb8fecd023d77144595f121e828729a9123f71901c99cf4c6adc09359d6,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_20> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Margherita_20> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_40> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Margherita_40> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_50> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Margherita_50> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_68> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Margherita_68> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_12> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Margherita_12> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_144> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Margherita_144> }""]",FALSE,counts the identical evaluated input 6 times in per-row aggregate evaluation
e3b07be3515a4692d0ebd7c88689c973803eca2429eae94330ba8eeeccb6d42c,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4778;4786,Pizza250,1hop,BQA,sem-v1.1-60a80f81c29a1ab6a1815ca067f4763c4a26e1554a6b03bb77062f4d3e03e55c;sem-v1.1-73b3c2bb1e321f9bfc46f85383438f32acbd67fb2b670b736397df53e3d5defd,"[""ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_19> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#HotGreenPepperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_50> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#HotGreenPepperTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
e43284686b6479cfce5be4fba3eb6c2b906cce16830bc2131d6b32ed2fd882f4,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4321;5434;5436;5438,Pizza100;Pizza250,2hop,BQA,sem-v1.1-f3a0a3683dd04558151598641ffae4ea38fafd43284f8aa4f40cdbce80a457c7;sem-v1.1-d5edb058106ed860abb2ccc3e475fe83124bfe9642fd129070e20a18e988ba80;sem-v1.1-65238860c6d89e9688dcf064047b04e6693cde9b322365c1dbf2716052d25625;sem-v1.1-705e221c32578b81984981b68d23342b324ae3bdc8007de8c6d1f4543a3d0e75,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_33> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_17> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_181> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_197> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 4 times in per-row aggregate evaluation
e57f414d4baf20acf424c531612fa8eeaa258f88f979b5c83981f1fe3553746e,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4569;5752;5754;5758,Pizza100;Pizza250,2hop,BQA,sem-v1.1-624ed7df1e20cc549bbe96e53d0d4f45a3ffb0d333a133e41595a1e5fa2cb739;sem-v1.1-eee65684caa8311da84b1e68be709c459c704385eb84b2a679f758cf0d01ecb4;sem-v1.1-b9ff97f4551ae3b1d576d7a1031694ea8ac227c19940743b7c2d4876886608ad;sem-v1.1-a49822e4ed0189ab656067d369a5b0c7ddb7917a7944b58ecd419f69980d8502,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_59> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_141> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_153> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_225> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 4 times in per-row aggregate evaluation
e66962e874bfda8eb791638e58296e92e1d025760508e82b62064ed1a420374b,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4324;5439;5441,Pizza100;Pizza250,2hop,BQA,sem-v1.1-1559b87033bf12b631d818833d5f347ae612a2b400bc4ae04f6410030171cf37;sem-v1.1-e5b942f0bda86cd7922286ad79ec4acc3b153c7055f47406207be5c219a459dd;sem-v1.1-212356cbd30ea14d74bc55a38cffc6dd3bf1d8bfe9342524f380cf92d2e9af71,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_84> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_198> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_229> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
e692fc4864b95eb20be7852d39b37e3bf65cb92fa73395a13287558030dd1345,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,2456;2460,FamilyOWL,2hop,BQA,sem-v1.1-6206f77ef53bbb5ffc9926ed27d1761caee2ce093c17daef11de6655ea02ed04;sem-v1.1-bce6ad10a17995de3358381a32be42767a52a7dc2eefbb2279698102953e0ab6,"[""ASK WHERE { <http://www.example.com/genealogy.owl#john_green_1802> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#john_green_1843> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
e6949b53dea98bb09ebc68772193b2abb3f623a755b6a5fdfb34b3c2a3a25126,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4399;4403;5530,Pizza100;Pizza250,2hop,BQA,sem-v1.1-d165f284e76812e77a467a7363cf40a72ba494200ccb03d06ceacd91daed8cf0;sem-v1.1-3b7ad0e6f280c4908a3d880e8b1d819cb146bda8d562d16cc549e6a6affcf018;sem-v1.1-b6438a0cf70d167bcaeee8371aa255d7e275d6bdc06b3d3e663addde14e927e2,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_56> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_79> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_175> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
e882f658debb2e45409947030335068171bc1b1ac21734e5220abef6c3c4a53e,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4383;4387;5520,Pizza100;Pizza250,2hop,BQA,sem-v1.1-62bdc7928080af963457075eda815244db68cb30f1d89cde622a7062fb432012;sem-v1.1-c08b89104c9bc05691e4d3dbc3e3f3f0025e92509e953d8504e48c2353a01233;sem-v1.1-bf49f23899cebd8c71d228d1a2cdd6ab68748af68c1a8ac9e6e06983dbe5212f,"[""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_13> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_36> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_214> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
ecf3a091a1368ce8989d0c8b9b2315262dbda8fece69671e2ef2bd23602a927d,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4525;4527;5688,Pizza100;Pizza250,2hop,BQA,sem-v1.1-6e1749b7adf7b3004ddfd5e746f817fbd221f0feb76ea90628f6f209b0bbc7d6;sem-v1.1-6a0375d3116458295f2cd035147f4cfeb46aed866720ff5bce0219ac7ed17c3d;sem-v1.1-64a339a6a1e1f2785822c6cf857dc5338360f45c567241027f509dc89d1e4359,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_13> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_45> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_109> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
ed152820c925ff237d0fd13a3df322f878663100ad84bee0b45dd7ce798eec3c,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,5,3871;3877;4883;4891;4895,Pizza100;Pizza250,1hop,BQA,sem-v1.1-224191224389e8a74e7b83db46a66d995898e650fb594945cc4d0a5f13363827;sem-v1.1-a64be577f139b997407b3cd3a739f71eddd1a51ab013a3f17d0c94f6f46d9892;sem-v1.1-2c1ce53c0f8def4207499e803914eda49c30884fd802224ba1720904196577b4;sem-v1.1-1f541936bbbd3ea4a1ce202272a849d4a71d03152c043a864c2916d2e8c56db1;sem-v1.1-26aa22272f6fca664096f47cec15f7ca77470c4577686911e652847beb209c46,"[""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_26> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_88> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_146> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_233> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_62> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }""]",FALSE,counts the identical evaluated input 5 times in per-row aggregate evaluation
ed72df618146772963a3a11648e076a67cea76f0d2ff9f66a575d7c7b1a07a4a,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4036;5098;5108,Pizza100;Pizza250,1hop,BQA,sem-v1.1-93a36fd1875df5d0d09df0e4ec55f1b4d15563c6b5da67f3b0e791baf573f2ab;sem-v1.1-17f60efb0352729b74a4cddadec9ebfa5b4784a4155e491c39017eea6f9277b1;sem-v1.1-a3eaec914138895c6091d38981342185b147ee5092abe1a54a5873f631ecc6a7,"[""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_1> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#SloppyGiuseppe_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_20> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#SloppyGiuseppe_20> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_98> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#SloppyGiuseppe_98> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
ed7be704b0a9dd6edb84d141e08a63f385b14a9b619799cac718b956aa07e5d2,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,2325;2327,FamilyOWL,2hop,BQA,sem-v1.1-ce3058bab1aee6c6ee9eb30b12b49118e1e8b320a6a7cfa86a30115fc43fc058;sem-v1.1-3af181b0995f6ed338e655298378de9adb87d47ff13f2ff8ca60a79edb3d14c9,"[""ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1761> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Man> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1787> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Man> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
ed8d44d2ebbc4dd8b845c5878068b1f8317007d6039f91ee20362563ed161d83,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,5606;5608,Pizza250,2hop,BQA,sem-v1.1-fa6ac21b74c3891d5fbac373a04b8893fc97bb0bb6ecb0cedfac70b004d4c28e;sem-v1.1-b50a11f912bdce6d788c9a218be97fac39ad9667838f7d5d41d4f55c33f217ab,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Napoletana_248> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Napoletana_83> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
edab42e7cf40eb509574d2c298142b8616b4a43eb6c90762bb379071a903c2e3,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,3915;3921,Pizza100,1hop,BQA,sem-v1.1-fb6cead635e59f021158b02a29500edd43466e9f957a66cb521988a2c167df97;sem-v1.1-3897e056c2dd588ce4b85952d4034bf65db5adee4d3f3ed5ef39edc36bbaa912,"[""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_66> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#HamTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_78> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#HamTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
ee2596d361689948b35aef379be62804bb732ce7db0a246a44802ddd70744812,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,2934;2940,FamilyOWL,2hop,BQA,sem-v1.1-e17febf6392ddfd1b7ff057fece3aec27e895c0548b7134b0a6f52e26c9edfe2;sem-v1.1-19c68119c9f77b91d39f3afc3e65b56981170bd6aa7bbd229ed15a371cb7dc19,"[""ASK WHERE { <http://www.example.com/genealogy.owl#samuel_tubb_1811> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#samuel_tubb_1832> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
ee30e91562f4966125bed8da103ea2eeb1aec2a9de4609216307805a97a9e013,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,3952;3956;4960,Pizza100;Pizza250,1hop,BQA,sem-v1.1-4bf2b185824e2ba60a6c9ea986c92e3ddb521754cd571494d9b6cad9212dd782;sem-v1.1-d63062d91d6db5d1d485e1398ce92fd2e859a48cb67fb7bbfdb1d204ddf10e60;sem-v1.1-fa0fb534bfeb15d6c5a5d0c73eec7694a5717ca61a2f442bfa6fba28309d0ef0,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_41> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Mushroom_41> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_7> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Mushroom_7> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_1> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Mushroom_1> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
ef3f513e2342089c3e1d1d7264ff5395e4135ad5718e2f47926ae62ba4b1b10b,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4284;5395;5407,Pizza100;Pizza250,2hop,BQA,sem-v1.1-e22141b72a42e99cb82c6f4c75157493d867959b747c3cbc0328877453c70ddf;sem-v1.1-6b836a07dc632fe9b7eb05eb2e5bcf27027b10cacc1adce69025c1ffbfff66d6;sem-v1.1-b685423478fa53455480e3b502f35985e3951e69aeb87217d517f82080c1a230,"[""ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_57> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_199> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_64> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
ef42cb7d25fc5810d6a6f4bfe7b5fd86a17b047309b443de9d965566da73ff80,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,8,3908;3912;3920;3924;3928;4932;4936;4940,Pizza100;Pizza250,1hop,BQA,sem-v1.1-2b97f02b984fdf8801cb9542d5992417e920aab6cf1116bfc29bcccca6f44313;sem-v1.1-52e124421fb5a6e13a7ad2889a2aeb1dcac4bb2dfbe524fa4545f3ff064ff982;sem-v1.1-5f3eb7da8af9b10fb7abcb74fbf270d3f7ac8c24798419ed3f82f6c918725265;sem-v1.1-63b30790c438cdf5293996a4253eff09e8d169726b9208e76437c4ffd678c91e;sem-v1.1-cf18b8be0f32f5c6c45b9fb2268b7bde40c74e59e91d79d83fc114514111654f;sem-v1.1-c0b2dc2a724a825eb98a20d364496ca255aef0db88b6dfae0a531be75356a6f0;sem-v1.1-9190bbd43209e57693ab8f6f15cf6997d0d6e997af5f0e45a46a830900971e6a;sem-v1.1-2622ed6e8a7a0ad715533fb44407914a6447e299cbe2c13cf0aacd7de78346a1,"[""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_16> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_18> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_75> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_78> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_86> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_123> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_184> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_49> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 8 times in per-row aggregate evaluation
f03a8b56cf649a45b5528c0f673bd04c30c49deb6622100fa4511ddb032424a4,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,6959;6965;8510,OWL2Bench,1hop;2hop,BQA,sem-v1.1-1a617e0da8a08bbd0702be52d07aa645abc9c392dfe6e4ea7552936b7643e410;sem-v1.1-cac09abbcc1f5887b7b9571e7e5d9ca6446712e7f9c1773fe4fb733c4e54816f;sem-v1.1-49e8e165cc39c9186d2deec9c20ce2bf724d2e297ac379470c3f076a66ecbbd9,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Woman_18> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Woman_47> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Woman_13> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
f0828dca284c354ab5fa23bd2089aaaf3675303b92730ee8596ffc759a89ca24,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,3900;3902,Pizza100,1hop,BQA,sem-v1.1-89aa29041a268bc25cd60297b29c749914a6dddb3eb113e715c46b84664bba30;sem-v1.1-775f62dbb145eb0d30b5f5a880c8900af932fb3c4bc712ad11ef4846d36cacef,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_56> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_79> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
f0e6066872445d88ca4379447544fc82aadcc21bce40683f2b2db16f1dfc43d2,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4439;5562;5568,Pizza100;Pizza250,2hop,BQA,sem-v1.1-d15c6d2ee7fa96927a259dd0494860328cbbc35a7f0e6baaf2631420a374ea06;sem-v1.1-e1c1a85f57cdac7d4e5cf2dadea89ea1037a98a34264f455318ba3f8954f1c3a;sem-v1.1-7975a518cbd7ea36aca7c3e457fddb891af32ce0b281a320de3ec67b06d41d18,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_58> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_29> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_97> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
f101d41ec1af50b9656eca44f533093d4e86793f7db18b03c06888f36789b17c,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4353;5484;5486,Pizza100;Pizza250,2hop,BQA,sem-v1.1-8eec05d39722fb2f43230e599245198b09e42cf532681eef4d827b34fd120cc1;sem-v1.1-3ea15cd61fe92e74709aaa789c1ee714a5ab5e53bdbafe96b6249094fbec4344;sem-v1.1-91daad1e4397fd79cece168c41b2c627f8e79423ede7f99d0642f70bb7d6ac89,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_41> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_156> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_222> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
f15a00a422584f3d6379fb52422afafb7f16d03a67b07aa08bcca336b615673d,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4329;5450;5454,Pizza100;Pizza250,2hop,BQA,sem-v1.1-c38ec2c2aaa5ef632f66d0465717023d7c17239626ae494961c1c16c77fa0081;sem-v1.1-66b41084a1a1fe2f48f2b6def356cd6d2cd08287ed62339fec49d3933754e4b7;sem-v1.1-6d23da3d5dbf8d24e3a9f4ff1eb92426afea5418c9a18da2b8d6cab49b62e0e3,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_0> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_125> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
