ontology_scope,scope_rationale,entity_uri,entity_roles,candidate_normalized_label,final_nl_label,collision_resolved
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Parmense_18,formal_query_entity,Parmense,Parmense 18 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Parmense_64,formal_query_entity,Parmense,Parmense 64 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Parmense_71,formal_query_entity,Parmense,Parmense 71 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Parmense_77,formal_query_entity,Parmense,Parmense 77 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Parmense_87,formal_query_entity,Parmense,Parmense 87 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#ParmesanTopping_dynamic_1,formal_query_entity,Parmesan Topping Dynamic,Parmesan Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PeperonataTopping_dynamic_1,formal_query_entity,Peperonata Topping Dynamic,Peperonata Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PeperoniSausageTopping_dynamic_1,formal_query_entity,Peperoni Sausage Topping Dynamic,Peperoni Sausage Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PetitPoisTopping_dynamic_1,formal_query_entity,Petit Pois Topping Dynamic,Petit Pois Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PolloAdAstra_23,formal_query_entity,Pollo Ad Astra,Pollo Ad Astra 23 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PolloAdAstra_30,formal_query_entity,Pollo Ad Astra,Pollo Ad Astra 30 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PolloAdAstra_38,formal_query_entity,Pollo Ad Astra,Pollo Ad Astra 38 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PolloAdAstra_39,formal_query_entity,Pollo Ad Astra,Pollo Ad Astra 39 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PolloAdAstra_62,formal_query_entity,Pollo Ad Astra,Pollo Ad Astra 62 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PolloAdAstra_70,formal_query_entity,Pollo Ad Astra,Pollo Ad Astra 70 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PolloAdAstra_80,formal_query_entity,Pollo Ad Astra,Pollo Ad Astra 80 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PolloAdAstra_81,formal_query_entity,Pollo Ad Astra,Pollo Ad Astra 81 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PolloAdAstra_9,formal_query_entity,Pollo Ad Astra,Pollo Ad Astra 9 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_24,formal_query_entity,Prince Carlo,Prince Carlo 24 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_31,formal_query_entity,Prince Carlo,Prince Carlo 31 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_32,formal_query_entity,Prince Carlo,Prince Carlo 32 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_37,formal_query_entity,Prince Carlo,Prince Carlo 37 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_38,formal_query_entity,Prince Carlo,Prince Carlo 38 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_4,formal_query_entity,Prince Carlo,Prince Carlo 4 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_44,formal_query_entity,Prince Carlo,Prince Carlo 44 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_66,formal_query_entity,Prince Carlo,Prince Carlo 66 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_74,formal_query_entity,Prince Carlo,Prince Carlo 74 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_76,formal_query_entity,Prince Carlo,Prince Carlo 76 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_90,formal_query_entity,Prince Carlo,Prince Carlo 90 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_97,formal_query_entity,Prince Carlo,Prince Carlo 97 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#PrinceCarlo_99,formal_query_entity,Prince Carlo,Prince Carlo 99 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#QuattroFormaggi_37,formal_query_entity,Quattro Formaggi,Quattro Formaggi 37 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#QuattroFormaggi_4,formal_query_entity,Quattro Formaggi,Quattro Formaggi 4 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#QuattroFormaggi_42,formal_query_entity,Quattro Formaggi,Quattro Formaggi 42 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#QuattroFormaggi_61,formal_query_entity,Quattro Formaggi,Quattro Formaggi 61 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#QuattroFormaggi_65,formal_query_entity,Quattro Formaggi,Quattro Formaggi 65 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#QuattroFormaggi_69,formal_query_entity,Quattro Formaggi,Quattro Formaggi 69 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#QuattroFormaggi_79,formal_query_entity,Quattro Formaggi,Quattro Formaggi 79 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#QuattroFormaggi_89,formal_query_entity,Quattro Formaggi,Quattro Formaggi 89 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#QuattroFormaggi_94,formal_query_entity,Quattro Formaggi,Quattro Formaggi 94 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#QuattroFormaggi_95,formal_query_entity,Quattro Formaggi,Quattro Formaggi 95 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#RedOnionTopping_dynamic_1,formal_query_entity,Red Onion Topping Dynamic,Red Onion Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#RocketTopping_dynamic_1,formal_query_entity,Rocket Topping Dynamic,Rocket Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Rosa_12,formal_query_entity,Rosa,Rosa 12 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Rosa_60,formal_query_entity,Rosa,Rosa 60 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Rosa_68,formal_query_entity,Rosa,Rosa 68 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Rosa_83,formal_query_entity,Rosa,Rosa 83 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Rosa_90,formal_query_entity,Rosa,Rosa 90 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Rosa_91,formal_query_entity,Rosa,Rosa 91 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Rosa_96,formal_query_entity,Rosa,Rosa 96 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#RosemaryTopping_dynamic_1,formal_query_entity,Rosemary Topping Dynamic,Rosemary Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Siciliana_13,formal_query_entity,Siciliana,Siciliana 13 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Siciliana_40,formal_query_entity,Siciliana,Siciliana 40 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Siciliana_45,formal_query_entity,Siciliana,Siciliana 45 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Siciliana_47,formal_query_entity,Siciliana,Siciliana 47 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Siciliana_5,formal_query_entity,Siciliana,Siciliana 5 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Siciliana_54,formal_query_entity,Siciliana,Siciliana 54 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Siciliana_61,formal_query_entity,Siciliana,Siciliana 61 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SlicedTomatoTopping_dynamic_1,formal_query_entity,Sliced Tomato Topping Dynamic,Sliced Tomato Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SloppyGiuseppe_1,formal_query_entity,Sloppy Giuseppe,Sloppy Giuseppe 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SloppyGiuseppe_11,formal_query_entity,Sloppy Giuseppe,Sloppy Giuseppe 11 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SloppyGiuseppe_15,formal_query_entity,Sloppy Giuseppe,Sloppy Giuseppe 15 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SloppyGiuseppe_17,formal_query_entity,Sloppy Giuseppe,Sloppy Giuseppe 17 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SloppyGiuseppe_23,formal_query_entity,Sloppy Giuseppe,Sloppy Giuseppe 23 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SloppyGiuseppe_98,formal_query_entity,Sloppy Giuseppe,Sloppy Giuseppe 98 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SloppyGiuseppe_99,formal_query_entity,Sloppy Giuseppe,Sloppy Giuseppe 99 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Soho_24,formal_query_entity,Soho,Soho 24 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Soho_35,formal_query_entity,Soho,Soho 35 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Soho_5,formal_query_entity,Soho,Soho 5 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Soho_50,formal_query_entity,Soho,Soho 50 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Soho_70,formal_query_entity,Soho,Soho 70 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Soho_73,formal_query_entity,Soho,Soho 73 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Soho_8,formal_query_entity,Soho,Soho 8 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Soho_82,formal_query_entity,Soho,Soho 82 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SpinachTopping_dynamic_1,formal_query_entity,Spinach Topping Dynamic,Spinach Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SultanaTopping_dynamic_1,formal_query_entity,Sultana Topping Dynamic,Sultana Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#SundriedTomatoTopping_dynamic_1,formal_query_entity,Sundried Tomato Topping Dynamic,Sundried Tomato Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#TobascoPepperSauce_dynamic_1,formal_query_entity,Tobasco Pepper Sauce Dynamic,Tobasco Pepper Sauce Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#TomatoTopping_dynamic_1,formal_query_entity,Tomato Topping Dynamic,Tomato Topping Dynamic 1 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Veneziana_3,formal_query_entity,Veneziana,Veneziana 3 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Veneziana_45,formal_query_entity,Veneziana,Veneziana 45 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Veneziana_48,formal_query_entity,Veneziana,Veneziana 48 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Veneziana_59,formal_query_entity,Veneziana,Veneziana 59 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Veneziana_8,formal_query_entity,Veneziana,Veneziana 8 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Veneziana_87,formal_query_entity,Veneziana,Veneziana 87 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Veneziana_91,formal_query_entity,Veneziana,Veneziana 91 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#Veneziana_97,formal_query_entity,Veneziana,Veneziana 97 (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#hasIngredient,formal_query_entity,Has Ingredient,Has Ingredient (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#hasTopping,formal_query_entity,Has Topping,Has Topping (Genealogy),true
Pizza100,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#isToppingOf,formal_query_entity,Is Topping Of,Is Topping Of (Genealogy),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_131,individual,American Hot,American Hot 131 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_136,individual,American Hot,American Hot 136 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_139,individual,American Hot,American Hot 139 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_177,individual,American Hot,American Hot 177 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_179,individual,American Hot,American Hot 179 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_186,individual,American Hot,American Hot 186 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_19,individual,American Hot,American Hot 19 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_199,individual,American Hot,American Hot 199 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_237,individual,American Hot,American Hot 237 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_239,individual,American Hot,American Hot 239 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_50,individual,American Hot,American Hot 50 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_63,individual,American Hot,American Hot 63 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_64,individual,American Hot,American Hot 64 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AmericanHot_79,individual,American Hot,American Hot 79 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_107,individual,American,American 107,true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_13,individual,American,American 13 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_143,individual,American,American 143 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_158,individual,American,American 158 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_162,individual,American,American 162 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_2,individual,American,American 2 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_215,individual,American,American 215 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_245,individual,American,American 245 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_27,individual,American,American 27 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_68,individual,American,American 68 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_69,individual,American,American 69 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/American_94,individual,American,American 94 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AnchoviesTopping_dynamic_1,individual,Anchovies Topping Dynamic,Anchovies Topping Dynamic 1 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/ArtichokeTopping_dynamic_1,individual,Artichoke Topping Dynamic,Artichoke Topping Dynamic 1 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/AsparagusTopping_dynamic_1,individual,Asparagus Topping Dynamic,Asparagus Topping Dynamic 1 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/CajunSpiceTopping_dynamic_1,individual,Cajun Spice Topping Dynamic,Cajun Spice Topping Dynamic 1 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_108,individual,Cajun,Cajun 108 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_110,individual,Cajun,Cajun 110 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_112,individual,Cajun,Cajun 112 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_138,individual,Cajun,Cajun 138 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_140,individual,Cajun,Cajun 140,true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_17,individual,Cajun,Cajun 17 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_181,individual,Cajun,Cajun 181 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_193,individual,Cajun,Cajun 193 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_197,individual,Cajun,Cajun 197 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_198,individual,Cajun,Cajun 198 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_229,individual,Cajun,Cajun 229 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_242,individual,Cajun,Cajun 242 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Cajun_92,individual,Cajun,Cajun 92 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/CaperTopping_dynamic_1,individual,Caper Topping Dynamic,Caper Topping Dynamic 1 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_101,individual,Capricciosa,Capricciosa 101 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_117,individual,Capricciosa,Capricciosa 117 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_119,individual,Capricciosa,Capricciosa 119 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_125,individual,Capricciosa,Capricciosa 125 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_159,individual,Capricciosa,Capricciosa 159 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_16,individual,Capricciosa,Capricciosa 16 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_202,individual,Capricciosa,Capricciosa 202 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_212,individual,Capricciosa,Capricciosa 212 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_216,individual,Capricciosa,Capricciosa 216,true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_46,individual,Capricciosa,Capricciosa 46,true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_47,individual,Capricciosa,Capricciosa 47 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_57,individual,Capricciosa,Capricciosa 57 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Capricciosa_72,individual,Capricciosa,Capricciosa 72 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Caprina_10,individual,Caprina,Caprina 10 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Caprina_133,individual,Caprina,Caprina 133 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Caprina_194,individual,Caprina,Caprina 194 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Caprina_227,individual,Caprina,Caprina 227 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Caprina_36,individual,Caprina,Caprina 36 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Caprina_75,individual,Caprina,Caprina 75 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/ChickenTopping_dynamic_1,individual,Chicken Topping Dynamic,Chicken Topping Dynamic 1 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Fiorentina_130,individual,Fiorentina,Fiorentina 130 (Pizza),true
Pizza250,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.co-ode.org/ontologies/pizza/Fiorentina_145,individual,Fiorentina,Fiorentina 145 (Pizza),true
