Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Min Tag Length,Max Tag Length,Task ID temp,Bin_Size of ontology ABox,Bin_Min Tag Length,strata,split
1hop-Thing_james_keith_archer_1946_jean_margaret_archer_1934-jean_margaret_archer_1934-rdf:type-MC,Thing_james_keith_archer_1946,173,5,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#jean_margaret_archer_1934> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Person; Woman,2,11,1hop-Thing_james_keith_archer_1946_jean_margaret_archer_1934-jean_margaret_archer_1934-rdf:type,2.0,0.0,2.0_0.0,train
1hop-Thing_james_stafford_1779_john_hewson_stafford_1811-john_hewson_stafford_1811-hasParent-BIN,Thing_james_stafford_1779,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_hewson_stafford_1811> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#james_stafford_1779> },hasParent,TRUE,3,3,1hop-Thing_james_stafford_1779_john_hewson_stafford_1811-john_hewson_stafford_1811-hasParent,5.0,1.0,5.0_1.0,train
1hop-Thing_james_stafford_1803_rebecca_stafford_1816-rebecca_stafford_1816-hasRelation-BIN,Thing_james_stafford_1803,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#rebecca_stafford_1816> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#rebecca_wife_of_james_stafford> },hasRelation,TRUE,3,3,1hop-Thing_james_stafford_1803_rebecca_stafford_1816-rebecca_stafford_1816-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_james_stafford_1803_rebecca_stafford_1816-rebecca_stafford_1816-hasRelation-MC,Thing_james_stafford_1803,173,8,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#rebecca_stafford_1816> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,george_stafford_1807; james_stafford_1779; james_stafford_1803; john_hewson_stafford_1811; martha_stafford_1814; mary_ann_stafford_1810; rebecca_stafford_1816; rebecca_wife_of_james_stafford,3,3,1hop-Thing_james_stafford_1803_rebecca_stafford_1816-rebecca_stafford_1816-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_james_stafford_1803_john_hewson_stafford_1811-john_hewson_stafford_1811-hasBrother-BIN,Thing_james_stafford_1803,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_hewson_stafford_1811> <http://www.example.com/genealogy.owl#hasBrother> <http://www.example.com/genealogy.owl#james_stafford_1803> },hasBrother,TRUE,3,3,1hop-Thing_james_stafford_1803_john_hewson_stafford_1811-john_hewson_stafford_1811-hasBrother,5.0,1.0,5.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#arthur_steward_1861> },hasRelation,TRUE,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-MC,Thing_james_steward_1830,173,16,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,ada_steward_1871; arthur_steward_1861; betsy_ann_steward_1865; catherine_steward_1863; eleanor_harsley_1808; fred_steward_1869; george_steward_1856; harsley_steward_1839; houghton_steward_1841; james_steward_1830; john_steward_1802; john_tacey_steward_1873; laura_steward_1859; mary_ellen_steward_1855; thomas_henry_steward_1874,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#laura_steward_1859> },hasRelation,TRUE,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#catherine_steward_1863> },hasRelation,TRUE,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_henry_steward_1874> },hasRelation,TRUE,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ellen_steward_1855> },hasRelation,TRUE,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#fred_steward_1869> },hasRelation,TRUE,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_tacey_steward_1873> },hasRelation,TRUE,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ada_steward_1871> },hasRelation,TRUE,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#betsy_ann_steward_1865> },hasRelation,TRUE,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_john_tacey_steward_1873-john_tacey_steward_1873-hasFather-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#james_steward_1830> },hasFather,TRUE,3,3,1hop-Thing_james_steward_1830_john_tacey_steward_1873-john_tacey_steward_1873-hasFather,13.0,1.0,13.0_1.0,train
1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation-BIN,Thing_james_steward_1830,173,16,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_steward_1856> },hasRelation,TRUE,3,3,1hop-Thing_james_steward_1830_harsley_steward_1839-harsley_steward_1839-hasRelation,13.0,1.0,13.0_1.0,train
1hop-Thing_james_tubb_1809_james_tubb_1809-james_tubb_1809-isChildOf-BIN,Thing_james_tubb_1809,173,11,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_tubb_1809> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#sarah_chard_1787> },isChildOf,TRUE,3,3,1hop-Thing_james_tubb_1809_james_tubb_1809-james_tubb_1809-isChildOf,8.0,1.0,8.0_1.0,train
1hop-Thing_james_tubb_1809_james_tubb_1809-james_tubb_1809-isChildOf-MC,Thing_james_tubb_1809,173,11,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#james_tubb_1809> <http://www.example.com/genealogy.owl#isChildOf> ?x },isChildOf,sarah_chard_1787; william_tubb_1786,3,3,1hop-Thing_james_tubb_1809_james_tubb_1809-james_tubb_1809-isChildOf,8.0,1.0,8.0_1.0,train
1hop-Thing_james_tubb_1809_james_tubb_1809-james_tubb_1809-isChildOf-BIN,Thing_james_tubb_1809,173,11,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_tubb_1809> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#william_tubb_1786> },isChildOf,TRUE,3,3,1hop-Thing_james_tubb_1809_james_tubb_1809-james_tubb_1809-isChildOf,8.0,1.0,8.0_1.0,train
1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type-BIN,Thing_james_tubb_1809,173,11,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_tubb_1814> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },rdf:type,TRUE,3,3,1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type,8.0,1.0,8.0_1.0,train
1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type-MC,Thing_james_tubb_1809,173,11,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_tubb_1814> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Person; Woman,3,3,1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type,8.0,1.0,8.0_1.0,train
1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type-BIN,Thing_james_tubb_1809,173,11,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_tubb_1814> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },rdf:type,TRUE,2,5,1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type,8.0,0.0,8.0_0.0,train
1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type-MC,Thing_james_tubb_1809,173,11,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_tubb_1814> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Person; Woman,2,5,1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type,8.0,0.0,8.0_0.0,train
1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type-BIN,Thing_james_tubb_1809,173,11,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_tubb_1814> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },rdf:type,TRUE,2,11,1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type,8.0,0.0,8.0_0.0,train
1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type-MC,Thing_james_tubb_1809,173,11,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_tubb_1814> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Person; Woman,2,11,1hop-Thing_james_tubb_1809_mary_tubb_1814-mary_tubb_1814-rdf:type,8.0,0.0,8.0_0.0,train
1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation-BIN,Thing_james_whitfield_1792,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#louisa_whitfield_1817> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_jane_whitfield_1818> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation,6.0,1.0,6.0_1.0,train
1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation-MC,Thing_james_whitfield_1792,173,9,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#louisa_whitfield_1817> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,james_whitfield_1792; james_whitfield_1821; louisa_whitfield_1817; mary_ann_whitfield_1824; robert_whitfield_1813; sarah_jane_whitfield_1818; sarah_jane_whitfield_1829; thomas_william_whitfield_1826,3,3,1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation,6.0,1.0,6.0_1.0,train
1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation-BIN,Thing_james_whitfield_1792,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#louisa_whitfield_1817> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_william_whitfield_1826> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation,6.0,1.0,6.0_1.0,train
1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation-BIN,Thing_james_whitfield_1792,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#louisa_whitfield_1817> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_whitfield_1821> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation,6.0,1.0,6.0_1.0,train
1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasParent-BIN,Thing_james_whitfield_1792,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#louisa_whitfield_1817> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#james_whitfield_1792> },hasParent,TRUE,3,3,1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasParent,6.0,1.0,6.0_1.0,train
1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation-BIN,Thing_james_whitfield_1792,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#louisa_whitfield_1817> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ann_whitfield_1824> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation,6.0,1.0,6.0_1.0,train
1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation-BIN,Thing_james_whitfield_1792,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#louisa_whitfield_1817> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_jane_whitfield_1829> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation,6.0,1.0,6.0_1.0,train
1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation-BIN,Thing_james_whitfield_1792,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#louisa_whitfield_1817> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#robert_whitfield_1813> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation,6.0,1.0,6.0_1.0,train
1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation-BIN,Thing_james_whitfield_1792,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#louisa_whitfield_1817> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#louisa_whitfield_1817> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation,6.0,1.0,6.0_1.0,train
1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation-BIN,Thing_james_whitfield_1792,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#louisa_whitfield_1817> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_whitfield_1792> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1792_louisa_whitfield_1817-louisa_whitfield_1817-hasRelation,6.0,1.0,6.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#annie_whitfield> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-MC,Thing_james_whitfield_1821,173,15,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,alice_whitfield_1859; annie_whitfield; george_whitfield_1865; harriet_ann_whitfield_1850; harriet_whitefield_1861; harry_whitfield_1854; james_whitfield_1792; james_whitfield_1821; james_whitfield_1848; louisa_whitfield_1857; robert_whitfield_1813; sarah_jewell_1790; walter_whitfield_1863; william_whitfield_1852,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harriet_ann_whitfield_1850> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#alice_whitfield_1859> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harry_whitfield_1854> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#george_whitfield_1865> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_jewell_1790> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_whitfield_1852> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#walter_whitfield_1863> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_whitfield_1848> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harriet_whitefield_1861> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation-BIN,Thing_james_whitfield_1821,173,15,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#louisa_whitfield_1857> },hasRelation,TRUE,3,3,1hop-Thing_james_whitfield_1821_robert_whitfield_1813-robert_whitfield_1813-hasRelation,12.0,1.0,12.0_1.0,train
1hop-Thing_james_whitfield_1848_james_whitfield_1848-james_whitfield_1848-hasSister-BIN,Thing_james_whitfield_1848,173,12,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_whitfield_1848> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#louisa_whitfield_1857> },hasSister,TRUE,1,3,1hop-Thing_james_whitfield_1848_james_whitfield_1848-james_whitfield_1848-hasSister,9.0,,9.0_nan,train
1hop-Thing_james_whitfield_1848_james_whitfield_1848-james_whitfield_1848-hasSister-MC,Thing_james_whitfield_1848,173,12,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#james_whitfield_1848> <http://www.example.com/genealogy.owl#hasSister> ?x },hasSister,alice_whitfield_1859; annie_whitfield; harriet_ann_whitfield_1850; harriet_whitefield_1861; louisa_whitfield_1857,1,3,1hop-Thing_james_whitfield_1848_james_whitfield_1848-james_whitfield_1848-hasSister,9.0,,9.0_nan,train
1hop-Thing_james_young_1836_william_young_1823-william_young_1823-hasBrother-BIN,Thing_james_young_1836,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.example.com/genealogy.owl#hasBrother> <http://www.example.com/genealogy.owl#james_young_1836> },hasBrother,TRUE,1,3,1hop-Thing_james_young_1836_william_young_1823-william_young_1823-hasBrother,3.0,,3.0_nan,train
1hop-Thing_janet_bright_1964_william_bright_1970-william_bright_1970-isSiblingOf-BIN,Thing_janet_bright_1964,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_bright_1970> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#william_bright_1970> },isSiblingOf,TRUE,3,4,1hop-Thing_janet_bright_1964_william_bright_1970-william_bright_1970-isSiblingOf,4.0,1.0,4.0_1.0,train
1hop-Thing_janet_bright_1964_william_bright_1970-william_bright_1970-isSiblingOf-MC,Thing_janet_bright_1964,173,7,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#william_bright_1970> <http://www.example.com/genealogy.owl#isSiblingOf> ?x },isSiblingOf,janet_bright_1964; mark_bright_1956; william_bright_1970,3,4,1hop-Thing_janet_bright_1964_william_bright_1970-william_bright_1970-isSiblingOf,4.0,1.0,4.0_1.0,train
1hop-Thing_janet_bright_1964_william_bright_1970-william_bright_1970-isSiblingOf-BIN,Thing_janet_bright_1964,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_bright_1970> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#janet_bright_1964> },isSiblingOf,TRUE,3,4,1hop-Thing_janet_bright_1964_william_bright_1970-william_bright_1970-isSiblingOf,4.0,1.0,4.0_1.0,train
1hop-Thing_janet_bright_1964_william_bright_1970-william_bright_1970-isSiblingOf-BIN,Thing_janet_bright_1964,173,7,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_bright_1970> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#mark_bright_1956> },isSiblingOf,TRUE,3,4,1hop-Thing_janet_bright_1964_william_bright_1970-william_bright_1970-isSiblingOf,4.0,1.0,4.0_1.0,train
1hop-Thing_jane_archer_jane_archer-jane_archer-isChildOf-BIN,Thing_jane_archer,173,4,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#jane_archer> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#william_archer_1764> },isChildOf,TRUE,3,3,1hop-Thing_jane_archer_jane_archer-jane_archer-isChildOf,1.0,1.0,1.0_1.0,train
